feature,class_label
"[-5.35578735e+02  3.62632790e+01 -2.26224499e+01  4.01681376e+00
 -8.62527943e+00 -1.27121038e+01 -9.14652824e+00 -1.43963385e+01
 -6.27356672e+00 -5.95732784e+00 -1.09655733e+01 -1.81834507e+00
 -1.17561550e+01 -3.36752415e-01 -6.70595694e+00 -6.56182003e+00
 -2.58196071e-02 -1.02458286e+00 -2.01587534e+00  1.87661254e+00
 -9.34049129e-01 -4.37764263e+00 -7.19663680e-01  2.33112991e-01
  4.48857933e-01  8.23619843e-01  6.34324789e-01  3.00158477e+00
  1.08259177e+00  3.79781938e+00  3.13689208e+00  7.18960905e+00
  5.98749971e+00  4.10420704e+00  3.48960328e+00  3.74901056e+00
  1.50769174e+00  2.95335865e+00  1.29844093e+00  1.59506798e+00
 -1.18216693e+00 -4.68489081e-01 -6.87818587e-01 -5.90555787e-01
 -1.47952485e+00 -1.44559693e+00 -1.48250902e+00  2.37630576e-01
 -9.48819399e-01  1.20360684e+00 -3.95338684e-01 -2.84826308e-01
 -1.18505991e+00  8.12895000e-01  1.20151676e-01 -2.09165350e-01
 -8.27662408e-01  1.41606259e+00 -1.88362807e-01 -1.52126178e-01
 -1.33630550e+00  4.32615578e-02  1.10252723e-01  5.12540817e-01
  2.51669735e-02  3.34904164e-01 -1.08949833e-01  1.11640143e+00
 -4.62061390e-02 -8.36796463e-01  7.10870996e-02  9.22772527e-01
  3.00325572e-01  3.96092385e-01  2.75820136e-01  5.20838976e-01
 -7.89340436e-01  8.74398053e-02  4.31910157e-01  9.21001256e-01
  1.32177517e-01  1.58862799e-01 -1.37682542e-01  2.68231004e-01
 -2.95255721e-01  1.65244639e-01 -1.89400285e-01 -3.89930218e-01
 -8.98111090e-02  2.70040870e-01 -8.54209512e-02  2.88685802e-02
 -2.66517609e-01 -2.51599014e-01 -7.16639459e-01  2.40607001e-02
 -3.36315095e-01 -3.68924618e-01  1.75948918e-01  3.92035604e-01
 -2.30914354e-02  2.93528706e-01  1.75394386e-01  3.63811731e-01
  4.53196943e-01 -6.87514544e-02 -5.03580689e-01  1.06560029e-01
  7.73665011e-02  7.91257992e-02  1.84835419e-01 -7.32807443e-02
 -3.57980490e-01 -2.96885908e-01 -1.22822756e-02  6.10417575e-02
 -2.61570364e-01 -4.31377441e-01 -1.47449180e-01  8.44943896e-02
  7.55207464e-02 -5.62009335e-01 -4.44896705e-02  1.62004486e-01
  7.92642385e-02  4.22032513e-02 -1.69660766e-02 -2.06680261e-02]",Actor_02
"[-6.92651184e+02  4.52003059e+01 -4.04029226e+00  5.89860678e+00
 -4.10904408e+00 -5.04953766e+00 -8.99442005e+00 -9.02142239e+00
 -9.16370487e+00 -7.94307661e+00 -4.14825535e+00 -4.24713850e+00
 -8.24602890e+00 -4.44951439e+00 -2.19237494e+00 -6.14533949e+00
 -5.24411821e+00 -4.69233608e+00 -3.69131184e+00 -4.88788652e+00
 -2.48579574e+00 -2.20792747e+00 -3.94689560e-01  4.91017252e-01
 -5.73524237e-01  1.75599682e+00 -3.08931112e+00  1.66496897e+00
  1.47643733e+00  4.97448015e+00  4.32805157e+00  7.47725248e+00
  5.22635174e+00  5.00853014e+00  1.37535179e+00  2.50182390e+00
  7.62603059e-02 -2.80030400e-01 -1.24309897e+00 -1.55237496e+00
 -2.25256085e+00 -1.68237805e+00 -3.29447842e+00 -2.67570281e+00
 -3.87733531e+00 -1.80135763e+00 -2.37005687e+00 -3.87555242e-01
 -2.44497228e+00 -1.88389540e+00 -2.31947351e+00 -4.72176671e-01
 -2.73660254e+00 -1.85749161e+00 -2.30076504e+00 -6.78404391e-01
 -1.58703792e+00 -7.57794738e-01 -1.03442991e+00  1.90535998e+00
 -1.35309801e-01 -3.28409225e-01 -1.23187387e+00  1.68894663e-01
 -8.84967625e-01 -2.15830281e-01  1.12934550e-02  2.61471701e+00
  1.20311964e+00  4.49514866e-01 -5.18723130e-01  1.18502891e+00
  4.10262883e-01  4.26568121e-01  3.35902236e-02 -8.86405185e-02
 -1.20425057e+00  2.92649537e-01  5.57924509e-01  6.33398652e-01
 -3.91569883e-01  7.60204494e-01 -3.20454866e-01  2.76857913e-01
 -2.19584227e-01 -5.94006665e-02 -4.04096246e-01  4.84311551e-01
 -6.12399261e-03  5.75070202e-01  3.13691169e-01  4.73635286e-01
 -1.38673842e-01 -4.11007047e-01 -5.18467128e-01  2.96125084e-01
 -6.84624434e-01  9.21458751e-02  7.57299783e-03 -9.91240293e-02
 -3.22235078e-01  4.98918802e-01  1.31284654e-01  3.99198353e-01
  1.84657946e-01  2.14759827e-01  3.20264906e-01  2.67805040e-01
  2.50293929e-02  7.02954650e-01  2.92571068e-01 -1.22713216e-01
 -2.59727836e-01 -2.15564772e-01 -3.20897371e-01 -2.31092840e-01
 -1.05542891e-01 -4.80455719e-02 -2.03053966e-01  2.14907583e-02
 -1.88067183e-01 -6.52436018e-01 -2.42384568e-01  1.25743404e-01
 -5.98059557e-02 -1.49333477e-01  2.11053759e-01  3.02600235e-01]",Actor_24
"[-7.1508704e+02  7.3046356e+01  1.6809870e+01  1.4810087e+01
  1.1212737e+01  4.9688306e+00  1.0962043e-01 -2.6812353e+00
 -9.3155712e-01  1.7429627e+00  3.4557836e+00 -9.5357841e-01
  3.3777173e+00  1.7181418e+00  3.6952454e-01  4.6651716e+00
 -4.1512408e+00  8.3281559e-01  7.4844098e-01  3.0184138e-01
 -1.5952097e+00 -9.5621973e-01 -1.8168820e+00  9.1560911e-03
 -2.3764234e+00  1.3431529e+00 -6.9357193e-01  8.4373266e-01
 -9.3915433e-02  5.1296347e-01 -8.3191085e-01  6.0399610e-01
 -1.3478570e+00  5.1517982e-02 -1.1637377e+00  2.9756069e-01
 -9.3062025e-01 -1.0216031e+00 -2.9205656e+00 -1.8159517e+00
 -2.5663321e+00  7.9822838e-02 -1.0060114e+00 -1.0667683e+00
 -2.7013912e+00 -1.3884425e+00 -1.0961585e+00 -1.9220169e-01
 -7.1678299e-01 -4.8885494e-01 -2.3333340e+00 -7.5875312e-01
 -1.5128095e+00  1.2181826e+00  6.3055706e-01  1.8661320e+00
  3.9673039e-01  9.3824631e-01  5.0345533e-02  1.9951833e+00
  1.2583890e+00  1.9205691e+00  2.5594158e+00  2.9562609e+00
  1.9807922e+00  2.5652013e+00  1.0008414e+00  1.0166252e+00
  8.3295423e-01  1.2126756e+00  8.5705703e-01  1.6336015e+00
  5.5768186e-01  2.2045250e+00  9.9648154e-01  1.5100873e+00
  9.9316627e-01  1.6128746e+00  4.0020266e-01  1.3156124e+00
  9.7551042e-01  1.3640066e+00 -2.2553036e-01  1.1094989e+00
  9.6103066e-01  6.0868466e-01  4.5875821e-01  1.0198731e+00
  3.7115696e-01  8.8444877e-01  2.6425937e-01  4.9140623e-01
  8.5253969e-02  6.1777335e-01  2.0684431e-01  5.8248676e-02
 -4.7112960e-02  4.8071784e-01  2.0731807e-01  4.1242224e-01
  4.1673923e-01  2.0690984e-01  1.9862303e-01  9.2158508e-01
  5.5564433e-01  6.1929369e-01  2.5005737e-01  6.5695900e-01
  3.3141917e-01  3.3792615e-02  2.4404229e-01  6.1272746e-01
  3.2401922e-01  4.6705359e-01  2.4101661e-01  4.4433248e-01
  3.3708742e-01  3.5805529e-01  3.3972627e-01 -1.6029160e-04
  4.7337431e-02  5.9802407e-01  7.2838098e-01  3.1574905e-01
 -2.3398399e-03 -2.1833977e-01  1.6886781e-01  1.5878685e-01]",Actor_13
"[-6.44431641e+02  6.16915245e+01 -4.23118782e+00  8.77125072e+00
  1.21218815e+01 -6.09741974e+00 -3.82258534e+00 -4.38663054e+00
 -9.30908680e+00 -5.88847446e+00  7.01676607e-01 -5.02270555e+00
 -1.46917105e+00 -1.50298214e+00 -3.65537977e+00  2.53819513e+00
 -5.50947046e+00 -2.70505452e+00 -2.55128336e+00 -2.06928325e+00
 -4.51943016e+00 -1.88466275e+00 -4.57723665e+00 -1.96671724e+00
 -4.08329868e+00  3.47187445e-02 -4.18618536e+00 -1.40903413e+00
 -2.36516285e+00 -1.51326311e+00 -2.75784826e+00 -1.08647883e+00
 -3.41369224e+00 -1.01203954e+00 -3.36540484e+00  5.97513974e-01
 -1.09758472e+00  5.14643490e-01 -1.11112571e+00  8.01602364e-01
  1.05367601e+00  2.55721331e+00  6.17263436e-01 -5.25557160e-01
 -3.10374904e+00 -1.07522643e+00 -1.29145181e+00  1.85451865e+00
  2.85280561e+00  3.96981478e+00  3.82970142e+00  3.78893042e+00
  2.36300039e+00  3.75038958e+00  1.15309036e+00  1.80439782e+00
 -1.18034804e+00  1.32681334e+00  1.73371006e-02  1.49305761e+00
 -1.07471383e+00 -5.25421262e-01 -5.71919560e-01  4.17763770e-01
 -1.27184689e+00 -2.82284409e-01 -1.34451318e+00  4.99335915e-01
 -4.15028363e-01 -5.84509075e-01 -1.05819750e+00 -2.47276604e-01
 -5.81626892e-01  4.07121480e-01 -1.18367302e+00 -4.50291693e-01
 -3.87851119e-01  2.70144910e-01 -1.30209529e+00 -3.26939523e-01
 -3.04228626e-02  4.02596951e-01 -3.84092569e-01  3.68870795e-01
  1.09949693e-01  2.47654051e-01 -4.37534064e-01 -1.21738829e-01
 -1.73515767e-01  2.84218043e-01 -3.52689475e-02 -3.35307658e-01
 -5.17326057e-01  6.29769444e-01 -4.31719929e-01 -2.36481220e-01
 -3.29584628e-01 -2.22672954e-01 -4.66601074e-01  1.03000730e-01
 -3.70183468e-01  6.91749677e-02 -1.12082670e-02  1.10597841e-01
 -2.46070117e-01  1.31605491e-01  4.53330487e-01 -3.85264754e-02
 -6.39916599e-01  5.87459654e-02  3.88460398e-01 -2.42228620e-02
 -5.02756596e-01  3.09921294e-01  5.96415177e-02 -5.85162282e-01
  1.48424774e-01  6.44067526e-01 -1.50213420e-01  1.16969466e-01
  6.30026683e-02 -9.04940367e-02  9.18234587e-02 -1.61467150e-01
 -1.23899020e-01 -1.70344517e-01 -7.26632355e-03  3.24565202e-01]",Actor_23
"[-6.62963928e+02  3.38550110e+01 -1.74994564e+01  1.76422155e+00
 -1.30170565e+01 -1.27152519e+01 -4.53493500e+00 -1.79149914e+01
 -2.11015129e+00 -8.52029133e+00 -5.28289127e+00 -1.10290661e+01
 -5.77534580e+00 -1.08655763e+00 -7.12712479e+00 -3.10160136e+00
 -1.74307609e+00  5.13996887e+00  6.14976072e+00  1.47813692e+01
  1.36060286e+01  1.42018414e+01  5.71930838e+00 -3.97900939e+00
 -7.00398827e+00 -1.79534960e+00 -2.22081304e+00  4.79832254e-02
 -7.08075666e+00 -6.94715691e+00 -1.55228567e+00  3.60918808e+00
 -2.34620547e+00 -5.43873453e+00 -5.53079844e+00 -7.39555061e-01
 -2.25705934e+00  1.90161332e-01  2.47047353e+00  7.04553270e+00
  4.14431190e+00  1.41545844e+00 -2.65497589e+00 -4.71085459e-02
 -2.03173304e+00 -1.33410081e-01 -1.12962222e+00  8.97086486e-02
 -2.74371099e+00 -2.79598641e+00 -2.36540651e+00  4.89886431e-03
 -2.26820016e+00 -2.15205312e+00 -2.53889823e+00 -1.15797865e+00
 -1.27746487e+00  1.43170655e+00  2.11657301e-01  3.05718601e-01
  3.08021158e-01  6.48447335e-01 -1.67220914e+00  4.99432713e-01
 -1.15102351e+00 -7.97646105e-01 -1.59137118e+00 -9.41995621e-01
 -1.20692623e+00 -1.10910628e-02 -1.95471346e+00 -1.14122128e+00
 -1.31693459e+00 -3.05248499e-01 -9.23549533e-01  9.36809182e-02
 -9.85080302e-01  4.96017367e-01  8.71605799e-02  6.75927937e-01
  3.18285674e-02  6.74716353e-01 -2.30383351e-01  3.16628963e-01
 -1.04356758e-01 -1.77742988e-02 -1.40192792e-01 -1.56795263e-01
  3.21110994e-01  1.03373194e+00 -5.40645123e-01  3.43083680e-01
  1.29004940e-01  5.08023858e-01  1.20369546e-01  1.18639776e-02
 -2.79649198e-01  4.77241755e-01 -5.54165244e-02  5.42655170e-01
 -1.26010075e-01  1.87023118e-01  1.69706330e-01  5.56430638e-01
  2.58224487e-01  6.76871061e-01  3.66387516e-02  1.19033843e-01
 -1.81271046e-01  1.80733591e-01  2.88679719e-01  2.28211999e-01
  2.50292867e-01  2.10890114e-01  1.75572693e-01  2.06905320e-01
 -1.36593729e-01  3.07141040e-02 -3.31319481e-01  1.53295159e-01
 -2.51057893e-01 -4.10433561e-01  4.00126819e-03  1.79943919e-01
  1.00415654e-01 -2.84068555e-01 -1.67006448e-01  1.85347546e-03]",Actor_14
"[-7.53219482e+02  6.37234497e+01  2.65268383e+01  3.09048691e+01
  1.34577179e+01  1.62780495e+01  1.98264325e+00  3.90924186e-01
 -3.81387472e-01  6.04229450e+00  7.10782385e+00  9.81265485e-01
  1.80517459e+00  1.58284616e+00  1.27679265e+00  4.40823078e+00
  3.75736296e-01  4.29633170e-01  2.63343883e+00  3.73545933e+00
 -4.01594400e+00  2.79245806e+00 -4.63210344e+00 -6.00067675e-01
 -9.84057307e-01  3.16596341e+00  5.20533025e-01  2.46663952e+00
 -3.89819682e-01  4.71348502e-02 -1.68363857e+00  1.75569987e+00
  1.29431352e-01  4.15648460e+00  2.72883391e+00  2.33210254e+00
 -1.30012834e+00 -7.88460612e-01 -2.27680516e+00  1.85398555e+00
  2.31424236e+00  9.88155127e-01 -1.36699319e+00 -1.76934198e-01
 -3.86448354e-01  1.84865668e-01 -7.31047392e-01  1.56281173e+00
 -1.20011532e+00 -1.80835977e-01 -1.42094564e+00  1.09881306e+00
  4.65521842e-01  1.91471562e-01 -9.62288320e-01 -9.87144172e-01
 -1.46253443e+00  3.46899807e-01 -2.47241282e+00  1.93892106e-01
 -1.86937296e+00 -1.17617393e+00 -1.64092612e+00  1.19395888e+00
  6.41668737e-01  4.89643037e-01 -4.60538328e-01  9.48187649e-01
  1.62804651e+00  1.52262568e+00  5.16461492e-01  1.72825480e+00
  1.25978315e+00  1.11097264e+00  7.44020522e-01  7.28450537e-01
 -7.57395446e-01  5.91132164e-01  1.84899318e+00  1.40329528e+00
  9.91032720e-01  1.27594030e+00  5.29515862e-01  6.08067989e-01
 -1.08622387e-01 -1.41872197e-01 -5.18636048e-01  1.49708450e+00
  2.41248623e-01  1.13139085e-01  9.34000686e-03  3.21834475e-01
 -9.35118198e-01 -1.54475598e-02  2.43903294e-01 -3.98164630e-01
 -6.01673961e-01  1.81138292e-01 -2.93757826e-01  3.94343197e-01
  3.55328947e-01 -3.35293263e-01 -5.06700933e-01 -2.73300767e-01
  4.72158313e-01  2.92574137e-01 -3.91409576e-01 -1.45031258e-01
 -2.88221747e-01 -5.60254395e-01 -1.71714798e-01  9.73296389e-02
 -1.92654073e-01 -7.60808945e-01  1.18995160e-02 -1.41044527e-01
  6.14958256e-02  1.23676896e-01  1.58220008e-01  2.92493999e-01
 -5.55440923e-03  2.09487025e-02  4.41877484e-01  2.95603514e-01
  3.83362085e-01  2.39608869e-01 -1.96870238e-01 -2.01722383e-01]",Actor_19
"[-4.84412445e+02  2.00698986e+01 -2.62025528e+01 -3.49345446e+00
 -1.17355595e+01 -1.05176287e+01 -1.15342216e+01 -1.62125626e+01
 -5.50538588e+00 -2.93216968e+00 -1.03441877e+01 -3.26291585e+00
 -5.59827757e+00  3.17115617e+00 -9.26952481e-01  7.30139160e+00
  1.14098377e+01  1.03852701e+01  5.85820436e+00  4.81857014e+00
  9.44479942e-01 -2.18672967e+00 -1.11401939e+00 -9.52654600e-01
 -4.55867243e+00 -4.02057123e+00 -7.54772052e-02 -2.11589503e+00
 -9.14672554e-01 -5.72777279e-02  8.68374348e-01  4.89624119e+00
 -8.59001756e-01  2.67422199e-01  2.51876450e+00  2.11199808e+00
 -1.55425298e+00  3.33310652e+00  3.05301094e+00  2.14005661e+00
 -1.62440121e+00  6.56117558e-01  2.32918277e-01  1.58425868e-01
 -1.72715509e+00  3.76135647e-01 -2.91552752e-01 -7.38190055e-01
  4.89444047e-01  1.97029471e+00 -7.97511101e-01  3.06690276e-01
 -1.13910484e+00  1.64712644e+00  3.48695278e-01  6.09923363e-01
 -5.39451957e-01  1.51980007e+00  1.85165480e-01  2.57996976e-01
 -1.87812257e+00  8.38124231e-02  5.69684625e-01  2.85428941e-01
 -5.39496005e-01  7.84666389e-02 -2.17456505e-01  1.75276011e-01
 -1.31964636e+00  3.48265529e-01  1.88360497e-01  8.36839259e-01
  5.74272797e-02  9.02091980e-01 -1.38175353e-01 -1.59522668e-01
 -1.22962987e+00  7.26636469e-01  3.02865326e-01  2.62109518e-01
 -1.02957606e-01  2.04545945e-01 -3.17260355e-01 -1.61011174e-01
 -1.18169799e-01  3.43667537e-01 -2.11405635e-01  6.59992039e-01
  3.63753676e-01  6.04541779e-01  7.75068700e-02  4.62750554e-01
 -6.19451106e-01 -8.11358154e-01 -3.86776984e-01  5.45641959e-01
 -1.64016098e-01 -3.71261835e-01  1.37362599e-01  1.09296429e+00
 -2.82984108e-01 -5.62849760e-01  2.27747336e-02  5.45517623e-01
 -6.31055757e-02  1.23349585e-01 -1.32730901e-01 -1.47931904e-01
 -8.11444782e-03  5.05085886e-01  2.19510153e-01 -1.53620377e-01
 -5.70757866e-01 -2.35031590e-01 -2.33391374e-01  1.23135343e-01
  2.62888849e-01 -4.67338622e-01  5.54323196e-05  5.23271143e-01
 -7.59477392e-02 -4.22322243e-01 -1.28545716e-01  2.47085080e-01
  1.33318588e-01  2.74074506e-02  2.19641715e-01  1.30587727e-01]",Actor_02
"[-4.4014362e+02  5.6208851e+01 -2.2069740e+01  1.0044056e+01
  6.3802357e+00 -6.5840827e-03 -4.1389155e+00 -2.5566921e+00
 -1.5046888e+01 -1.4761437e+00  1.5907444e+00 -8.3974295e+00
  3.8731513e+00 -7.9643416e-01 -9.0961504e+00  6.7120752e+00
 -5.0374804e+00 -4.2360168e+00 -2.4757648e+00 -2.0283990e+00
 -1.9014505e+00  2.8105664e-01 -3.8346553e+00  2.4609606e+00
 -2.7815926e+00  2.1993017e+00 -1.9094048e+00 -4.5438898e-01
 -3.1374214e+00 -3.2951562e+00 -3.8003904e-01 -9.7409302e-01
  2.0953488e+00  3.7329996e+00  1.0134158e+00  1.8732183e+00
  3.2260964e+00  7.7297277e+00  1.3442470e+01  1.5174276e+01
  1.1471159e+01  9.1108551e+00  3.8601947e+00  3.0135846e+00
  2.3996744e+00  5.8209062e+00  4.2547832e+00  4.6225924e+00
  1.0396274e+00  2.5834117e+00  2.2643449e+00  4.9133010e+00
  1.7951102e+00  1.3855760e+00  6.7199737e-01  1.3769041e+00
  1.9419106e+00  1.6364560e+00 -7.5225860e-01  9.4208634e-01
  4.9479207e-01  1.2395662e+00  3.3195190e-02  5.0348204e-01
  2.7247867e-01  2.5160354e-01  4.0988997e-01  5.6159741e-01
  2.0361012e-01  1.3241620e+00 -3.1504375e-01 -6.5196462e-02
 -1.8632835e-01  8.0424941e-01  2.1047978e-01  8.5383773e-01
  3.5296924e-02  6.5818101e-01  6.7402020e-02  9.7206801e-01
  1.7978138e-01  9.7061962e-01  2.2222358e-01  2.2518679e-01
  3.5066733e-03  7.5008339e-01  3.2590213e-01  4.1338894e-01
 -6.4920120e-02  2.7509242e-01 -4.8120424e-02 -3.9700148e-01
 -9.2590696e-01  5.2928392e-02 -1.4987704e-01  7.9522111e-02
  1.0504727e-01  2.5097914e-02 -2.9745945e-01  6.7971796e-02
  2.4162646e-01  5.1757228e-01  7.3731162e-02  6.4315343e-01
  5.8868057e-01  4.3880531e-01  3.3755577e-03  2.1665378e-01
 -1.5202758e-01  1.7862736e-01  2.0833285e-01  3.9113852e-01
  1.6985660e-03  9.1539323e-02 -1.9903953e-01  4.9923163e-02
 -7.7593639e-02  1.6694792e-01  1.2780151e-01 -2.2106776e-01
 -2.3846100e-01  1.3353695e-01 -3.1982828e-02 -2.2121488e-01
 -3.0165169e-01 -3.0987385e-01 -4.0497273e-01  5.9561342e-02]",Actor_17
"[-7.28215881e+02  6.83026047e+01  8.86850643e+00  2.13263950e+01
  6.68421650e+00  3.91502786e+00 -1.72411516e-01  1.24781823e+00
  2.49749899e+00  4.48335266e+00  5.46234989e+00  4.29960203e+00
 -1.69440496e+00  2.69974518e+00  4.53461945e-01  2.12386370e+00
 -1.76759768e+00  2.96520495e+00  1.77289635e-01  2.44317412e+00
 -1.89120221e+00  2.99761510e+00 -5.19977617e+00  1.11456966e+00
 -9.28173065e-01  8.39900017e-01 -2.06882882e+00  3.71883273e+00
 -9.42182899e-01 -1.18245602e+00  7.53738359e-02  1.30977905e+00
 -1.07576996e-01  3.57872158e-01  6.55520797e-01  1.56670797e+00
 -3.08121634e+00 -2.34668326e+00 -3.07203317e+00 -7.39227235e-01
 -1.12905240e+00  1.37855101e+00 -1.64003932e+00 -1.18582559e+00
 -2.29984617e+00  1.90529037e+00 -4.43117529e-01  5.60508549e-01
 -1.29685307e+00 -2.13075224e-02 -1.18227899e+00  2.33604252e-01
  4.61248644e-02  1.57022142e+00  3.30551043e-02 -1.07386537e-01
 -3.70234132e-01  2.15020704e+00  1.67044616e+00  3.29650712e+00
  1.91469276e+00  1.61292326e+00 -1.46009099e+00  4.73386973e-01
  1.01809549e+00  1.70126891e+00  1.80150956e-01  8.81014645e-01
  9.67170238e-01  2.06432557e+00 -3.27751607e-01  1.15262568e+00
  8.06334436e-01  8.56222510e-01 -2.30987757e-01  9.75918531e-01
  4.06388819e-01  4.98002648e-01  1.52467147e-01  8.37060153e-01
  1.97999403e-01  5.24039865e-01  6.95462167e-01  5.21909177e-01
 -4.89330977e-01  3.06157768e-01  5.91518402e-01  2.84465790e-01
  2.80180201e-03  5.07691443e-01 -1.95303380e-01  1.17563359e-01
  8.96001458e-02  2.93471515e-01 -1.14272550e-01  4.18504804e-01
 -4.76277500e-01  1.54275104e-01  4.35863823e-01  4.16938722e-01
 -1.90334067e-01  3.58386897e-02  7.36783087e-01  5.06699264e-01
  1.16735540e-01  4.00871307e-01  4.20277953e-01  1.12232015e-01
 -1.98620826e-01  4.42073315e-01  4.10320699e-01  1.89361051e-01
  1.03961015e-02  2.57308818e-02 -6.80472970e-01  3.79858613e-02
 -1.25151038e-01 -2.14146987e-01 -3.10442392e-02 -5.95939577e-01
 -7.10849583e-01  6.28954053e-01  1.54530674e-01  4.64624539e-03
  2.42809385e-01 -4.19812918e-01 -2.23718509e-01  4.51133400e-01]",Actor_05
"[-7.22749390e+02  5.19765968e+01  2.66667318e+00  8.28098488e+00
 -3.85298443e+00 -3.24415278e+00 -9.66084480e+00 -8.53949642e+00
 -6.60895348e+00 -3.03264284e+00 -9.05411434e+00 -1.91155255e+00
 -5.53899384e+00 -6.06476605e-01 -2.24699020e+00 -4.44869947e+00
 -1.21161580e+00 -4.46128082e+00 -3.26785493e+00 -3.47567916e+00
 -3.68606424e+00 -3.39340925e+00 -3.71437812e+00 -1.54137933e+00
 -2.88153219e+00 -1.35989606e+00 -1.87184834e+00 -2.27160782e-01
 -1.69434512e+00  2.85105467e+00  3.85753036e+00  8.17362976e+00
  9.34776974e+00  1.03161449e+01  7.73145390e+00  3.87428999e+00
  1.64348459e+00 -1.40526071e-01 -2.20643748e-02  1.24189723e+00
 -1.61292303e+00 -2.59415239e-01 -2.28832340e+00 -6.53535903e-01
 -2.52881670e+00 -1.20960402e+00 -2.80015612e+00 -1.92630303e+00
 -2.47686982e+00 -1.68444788e+00 -2.59261060e+00 -1.76040637e+00
 -1.88522017e+00 -8.75966012e-01 -2.31928349e+00 -1.55367720e+00
 -2.48762560e+00 -1.85794389e+00 -2.27432895e+00 -1.25215161e+00
 -2.09460330e+00 -4.57557499e-01 -8.61710846e-01  3.00825000e-01
  4.45750207e-01  1.62139118e+00  7.80654907e-01  2.03180385e+00
  8.43619704e-01  1.25528896e+00 -1.16576008e-01  3.89300138e-01
 -1.12046488e-01 -2.80807354e-02 -6.84195697e-01 -1.00261688e-01
 -8.24204087e-01 -1.68868184e-01 -1.00471306e+00 -1.90178588e-01
  1.28050074e-02 -1.50385320e-01 -1.01162255e+00  7.08096325e-02
 -2.40029618e-01 -3.90307903e-01 -6.49604261e-01 -1.08680129e-01
 -6.46804094e-01 -1.35718107e-01 -2.73889065e-01  6.53719604e-02
 -9.94536638e-01 -8.28612208e-01 -7.50794947e-01 -1.09538448e+00
 -8.46492231e-01  9.77460518e-02 -6.25728190e-01 -1.09960765e-01
  9.80926007e-02  3.68876994e-01 -2.92979777e-01 -1.01396292e-01
 -1.76697537e-01  1.92513511e-01  1.08285375e-01 -2.24681094e-01
 -4.32272136e-01  4.99473929e-01 -2.82784589e-02  2.52792299e-01
  1.66363701e-01  1.44843951e-01  2.56762616e-02  2.78809756e-01
 -1.47168696e-01  3.23022544e-01  8.47708046e-01  4.10037965e-01
  7.15070069e-02  2.07206875e-01  2.11791947e-01  4.70029652e-01
  7.48823822e-01  4.79699999e-01  2.38336965e-01  2.84882933e-01]",Actor_24
"[-4.7493451e+02  3.9292084e+01 -1.5090651e+01  3.6525936e+00
 -7.0205483e+00 -9.7198210e+00 -1.1001763e+01 -1.0882002e+01
 -6.6760311e+00 -3.8303015e+00 -9.9659023e+00 -6.7059884e+00
 -1.8895782e+00 -7.9256415e+00  1.3943173e+00 -3.1127057e+00
 -5.0204291e+00 -2.5328714e-01  2.2871008e+00  4.4145279e+00
  8.6106129e+00  6.5356846e+00  3.0602682e+00 -5.4459542e-01
 -1.5551778e+00  3.5342586e+00  1.2908798e-01  4.2340655e+00
  2.5056070e-01 -1.2505420e+00  1.4536531e+00  1.0726494e+00
 -6.5159961e-03  6.5598089e-01 -1.8375642e+00  9.9700886e-01
 -5.2934879e-01  1.2342282e-01  8.5964268e-01  3.2390008e+00
  2.8321445e+00  8.6887228e-01 -5.6331736e-01  1.7909384e-01
 -1.7317493e+00 -7.1503311e-01 -2.0358782e+00 -5.4387271e-01
 -1.1547263e+00 -9.1442311e-01 -1.6730274e+00  1.4172949e+00
 -9.0538234e-01 -1.7269190e-01 -1.0972030e-01  7.1689343e-01
 -7.1839011e-01  1.4093263e+00  5.2298594e-01 -9.7221948e-02
 -4.0971163e-01 -1.0727823e-01 -1.3346094e+00 -3.4795275e-01
 -8.0891967e-01 -7.1543050e-01 -1.3237326e+00  9.8811999e-02
 -1.3651583e+00 -6.6934931e-01 -6.7988262e-02 -3.8914856e-01
 -1.2746240e+00 -2.4101694e-01 -1.0268457e+00 -7.9669863e-02
 -6.4359725e-01 -3.8491899e-01  3.4965062e-01  9.2755586e-01
 -6.7965329e-01  1.4949796e-01 -2.7896005e-01 -1.6882107e-01
 -3.9964083e-01 -6.2040347e-01 -4.5452896e-01 -2.4066035e-01
 -6.0286307e-01  8.2691588e-02 -1.8342896e-01 -2.2384700e-01
 -4.1686746e-01 -6.1635518e-01 -5.2708435e-01 -3.5829686e-02
 -2.8439674e-01  1.7363286e-01 -3.5710827e-01  3.2874495e-02
  2.5236363e-02 -9.2091143e-02 -5.2744210e-02  1.3034926e-01
 -1.9754799e-01  1.5148923e-01 -4.2554867e-01 -4.3635446e-01
 -2.3861232e-01  3.1118235e-01 -7.9931907e-02 -1.9711696e-01
 -9.0577975e-02 -3.4213936e-01 -6.4623404e-01  1.0499786e-01
 -5.4486191e-01 -4.5714658e-01 -4.1542038e-02  3.1494427e-01
 -2.9815564e-01 -3.3046845e-01 -5.0887305e-01 -1.3863009e-01
  2.0904692e-01 -9.9060252e-02  3.0479729e-02 -5.7032041e-02]",Actor_10
